Selic2026;Selic2028;Pre2024Primeiro;Pre2024Segundo;Ipca2026;
0,0003515248947796120;0,0004014545034221460;0,0005044109312233030;0,0001087410828435740;-0,0061273486778617100;
0,0003797684688254330;0,0003586895458217420;-0,0011986248706232000;-0,0021580889600170600;0,0003695714986459940;0,183677849
0,0003969148155565640;0,0004085778454729220;-0,0015605838504665400;-0,0011004117313602300;-0,0000302264972192111;
0,0003303435043055610;0,0003281466825876860;0,0000958391955808679;-0,0003470113013748340;0,0005239417887238140;
0,0004049823896448500;0,0005969217745128540;0,0049619050733400200;0,0065137635409730200;-0,0004263189873077730;
0,0003313527364887220;0,0005113614508571970;0,0003976120588467890;0,0009061183999070670;0,0021828781752481800;
0,0003505157047523520;0,0004736808271957780;0,0000888913457098016;0,0001336802555491260;0,0015984076241027700;
0,0003969111635556150;0,0004380510499232000;-0,0028884545995146300;-0,0045850818403220200;-0,0000802946814809624;
0,0004090111770923280;0,0004614441345814870;0,0001938735806707820;0,0010284903576397400;-0,0009468841488916530;
0,0004412788855158180;0,0004136165219090150;0,0034812779133666900;0,0042624828106409600;0,0007836780623727850;
0,0003837918133448860;0,0006923427707043710;0,0037465882960571500;0,0042756627231605000;0,0033865861738938000;
0,0004130328179048020;0,0005223991174190480;0,0001008840192919430;-0,0001994122866644660;-0,0015208212434714600;
0,0004452936452032720;0,0004491637138325390;0,0014079202807042100;0,0015051939888278700;0,0055514359580735900;
0,0004372186442833450;0,0005884319631885660;0,0012853074874778400;0,0014891040504309500;0,0016442779128631800;
0,0004160404215714020;0,0004491288343234790;-0,0008713796429299190;-0,0001797391509673500;-0,0018107110523017000;
0,0004896217513469310;0,0006066426799346750;-0,0052142372257909000;-0,0060315243427810900;-0,0026778031382789500;
0,0004603729238166590;0,0006837930852020290;0,0000329783955572222;0,0002637191070876140;0,0015990032879505700;
0,0004079561968986720;0,0004185876761914660;0,0008933305245186380;0,0012400854237442400;-0,0004789351674776600;
0,0004442301036460430;0,0006288134140584850;0,0030593726629860300;0,0039859488371746000;0,0038299897179250100;
0,0003787258717921550;0,0004967424085250210;0,0027245954786324600;0,0031412637301254700;0,0008088201170800450;
0,0003666340631915400;0,0004774318723728180;0,0029937881335369600;0,0035443548996338300;0,0020999079220186100;
0,0004643671126416410;0,0006229705864830940;-0,0021074023696560200;-0,0036900484645662100;0,0050338454216134800;
0,0003746908948970250;0,0007731222448418190;0,0021384622209726400;0,0027002710056158500;-0,0009109594672366950;
0,0004270758732235170;0,0008206655517867860;-0,0025848223802503000;-0,0027549903631638600;0,0012343728398475300;
0,0004661529114326610;0,0005730575911349690;-0,0025103740763180100;-0,0023057335680439900;-0,0001380793167046620;
0,0004772294268016490;0,0004412218261835020;-0,0014447174589082300;-0,0023209250004123000;-0,0068687506370609600;
0,0004520423968176630;0,0005486889952455810;-0,0021890441398829100;-0,0018868381777220400;0,0011521576469497700;
0,0004772198545005140;0,0004949408634646890;-0,0004574034004344990;-0,0009759392258889720;-0,0013261020536394100;
0,0004530432019195730;0,0009986968896194410;0,0028333809615239900;0,0030778714986307600;0,0018013901168585800;
0,0004842597760832110;0,0008362598944788840;-0,0002833925349539020;0,0001715224064270180;0,0047895601471575800;
