IBOV;;;CDB;PETR36;CPLD26;TAEE26;ITSA24;;Média diária;Média Carteira Privada;;;2026;2028;IBOV;Média carteira pública;;;Média carteira total;;;Selic2026;Selic2028;Pre2024Primeiro;Pre2024Segundo;Ipca2026
0,016966398;;;0,000437393;0,001078756;0,007224816;0,007590984;0,000421948;;0,000758074;0,000995379;1.000.995.379;;0,000555172;0,000625501;0,016966398;0,000576271;1.000.576.271;;0,000785825;1.000.785.825;;0,0004858731758511530;0,0006255010110847370;0,0018938674153860600;0,0027028681033567300;-0,0023057126182754100
-0,028006086;;;0,000472792;0,000436183;-0,004411497;-0,003892583;0,000499042;;0,000454487;0,000440942;1.000.440.942;;0,000526975;0,000555707;-0,028006086;0,000535594;1.000.535.594;;0,000488268;1.000.488.268;;0,0005512881144365550;0,0005557065790416160;0,0018126992373110400;0,0027708634437431300;0,0041713814464625300
-0,001839079;;;0,000472793;0,000574321;-0,004094105;-0,00440907;0,000463793;;0,000523557;0,000561122;1.000.561.122;;0,000586526;0,000560755;-0,001839079;0,000578795;1.000.578.795;;0,000569958;1.000.569.958;;0,0004446134086718460;0,0005607550694934760;-0,0020318211048905700;-0,0026291471753201400;-0,0032436630792198800
-0,017676307;;;0,000472792;0,000781765;0,001132114;0,000839808;0,000681685;;0,000627279;0,000741598;1.000.741.598;;0,000485873;0,000716442;-0,017676307;0,000555044;1.000.555.044;;0,000648321;1.000.648.321;;0,0004375683063363220;0,0007164420995774450;-0,0011648352876599200;-0,0015930558631481800;0,0005684503659797610
-0,001367346;;;0,000472791;0,000637542;-0,001648601;-0,003425765;0,000929819;;0,000555167;0,000616125;1.000.616.125;;0,000551288;0,000560726;-0,001367346;0,000554119;1.000.554.119;;0,000585122;1.000.585.122;;0,0004788281839855610;0,0005607259233218660;0,0000961056376527072;-0,0002853645808703290;0,0026810507165427500
0,012467372;;;0,000472792;0,00060761;0,001265246;0,001983136;0,000270003;;0,000540201;0,000590084;1.000.590.084;;0,000444613;0,000618326;0,012467372;0,000496727;1.000.496.727;;0,000543405;1.000.543.405;;0,0004828537317532020;0,0006183264837085660;0,0024173818234535000;0,0030724347295114600;0,0011682317364316600
0,012405713;;;0,000472793;0,001020385;0,004229092;0,005334972;0,000543473;;0,000746589;0,000949198;1.000.949.198;;0,000437568;0,000485927;0,012405713;0,000452076;1.000.452.076;;0,000700637;1.000.700.637;;0,0004898979954863010;0,0004859267507100330;0,0015248453125746700;0,0017334199479062600;0,0068199811138984000
0,011678622;;;0,000472792;-1,01E-05;0,003568195;0,004758893;0,000510128;;0,00023135;0,000052683;1.000.052.683;;0,000478828;0,000548578;0,011678622;0,000499753;1.000.499.753;;0,000276218;1.000.276.218;;0,0004898977339865350;0,0005485782615593420;0,0005993122978289150;0,0009434795470249170;-0,0016516032867852800
0,012357836;;;0,000472792;0,000362674;0,005737655;0,003674215;0,000698142;;0,000417733;0,00037699;100.037.699;;0,000482854;0,000577875;0,012357836;0,00051136;100.051.136;;0,000444175;1.000.444.175;;0,0005059985709611040;0,0005778749930244760;0,0022263612520345700;0,0027254409786407000;0,0015657669569399100
0,005007103;;;0,000472792;0,000377119;-0,000715345;0,001066283;0,001607275;;0,000424955;0,000389556;1.000.389.556;;0,000489898;0,000433387;0,005007103;0,000472945;1.000.472.945;;0,00043125;100.043.125;;0,0004788276751413140;0,0004333872189051550;0,0015675919759737800;0,0026763260510243900;-0,0013548766083237900
-0,02334122;;;0,000472792;0,000838747;-0,00063922;0,000671182;-0,00015155;;0,00065577;0,000791173;1.000.791.173;;0,000489898;0,000503101;-0,02334122;0,000493859;1.000.493.859;;0,000642516;1.000.642.516;;0,0004526644061753970;0,0005031010062392810;0,0008544553704923270;0,0011638319222512700;0,0027671921696367900
0,007596026;;;0,000472792;0,000441131;0,004011831;0,003206606;0,000506175;;0,000456962;0,000445247;1.000.445.247;;0,000505999;0,000318209;0,007596026;0,000449662;1.000.449.662;;0,000447454;1.000.447.454;;0,0004707773883501310;0,0003182085968414500;-0,0028319607129653300;-0,0038263854725352200;-0,0036394600731676400
0,013486207;;;0,000472792;0,000508029;-0,000559733;0,001132598;0,000497328;;0,00049041;0,000503448;1.000.503.448;;0,000478828;0,000410139;0,013486207;0,000458221;1.000.458.221;;0,000480835;1.000.480.835;;0,0004758088784287990;0,0004101394932067720;0,0009821076665141500;0,0008257327777155640;-0,0019783113767148000
0,016960764;;;0,000472792;0,000503735;0,000828846;-0,000561734;0,000568967;;0,000488264;0,000499713;1.000.499.713;;0,000452664;0,000537466;0,016960764;0,000478105;1.000.478.105;;0,000488909;1.000.488.909;;0,0004818467083236150;0,0005374655875151410;0,0027554613151065500;0,0037913710695076500;0,0000063431451216399
0,002173281;;;0,000472792;0,0008467;-0,007470876;0,009618226;0,00047131;;0,000659746;0,000798092;1.000.798.092;;0,000470777;0,000490979;0,002173281;0,000476838;1.000.476.838;;0,000637465;1.000.637.465;;0,0004868781026894300;0,0004909788107531970;0,0005063606717684260;0,0001543353706798910;0,0043830854765098000
-2,35E-05;;;0,000472792;0,000534081;0,000898022;-0,008439037;0,001701168;;0,000503436;0,000526113;1.000.526.113;;0,000475809;0,000485926;-2,35E-05;0,000478844;1.000.478.844;;0,000502479;1.000.502.479;;0,0004677586966101430;0,0004859261568641870;-0,0023807056549216000;-0,0035921398319662200;-0,0007925856924072070
0,011870523;;;0,000472793;0,000820523;0,00404525;0,006153222;-0,000277503;;0,000646658;0,000775318;1.000.775.318;;0,000481847;0,000456623;0,011870523;0,000474279;1.000.474.279;;0,000624799;1.000.624.799;;0,0004788275950770170;0,0004566225938431870;0,0021111443225693300;0,0024904562056099000;-0,0039692321305548500
0,000481992;;;0,000472792;0,000414156;-0,000493458;-0,001341283;0,000215723;;0,000443474;0,000421778;1.000.421.778;;0,000486878;0,000508157;0,000481992;0,000493262;1.000.493.262;;0,00045752;100.045.752;;0,0004788276374884900;0,0005081566441516090;-0,0007522021372456140;-0,0015526996369276400;0,0027952458610689700
-0,008112284;;;0,000472793;0,000450413;-0,004307168;-0,007099787;0,000152228;;0,000461603;0,000453322;1.000.453.322;;0,000467759;0,000456623;-0,008112284;0,000464418;1.000.464.418;;0,00045887;100.045.887;;0,0004788276559333900;0,0004566230037196920;-0,0004923823974413880;-0,0009878516573833580;-0,0003891678452440900
0,002835305;;;0,000472792;0,000519548;0,007253205;0,006718517;0,000536745;;0,00049617;0,00051347;100.051.347;;0,000478828;0,0004738;0,002835305;0,000477319;1.000.477.319;;0,000495395;1.000.495.395;;0,0004828526650075500;0,0004738003837852010;0,0007669792203143730;0,0006897937827273680;0,0019782487592423800
0,000112797;;;0,000472793;0,000356409;-0,002803342;-0,004165392;0,000522925;;0,000414601;0,000371539;1.000.371.539;;0,000478828;0,000456623;0,000112797;0,000472166;1.000.472.166;;0,000421853;1.000.421.853;;0,0004677587116730160;0,0004566227497680480;-0,0002159272920111080;-0,0001800727347499750;0,0027893518152899200
0,009237892;;;0,000472792;0,000450003;-0,000378251;0,000968739;0,000518953;;0,000461397;0,000452966;1.000.452.966;;0,000478828;0,000479863;0,009237892;0,000479138;1.000.479.138;;0,000466052;1.000.466.052;;0,0004748024672715360;0,0004798633166184620;-0,0012715807527836200;-0,0028172340627793300;-0,0015813812829979400
-0,011473343;;;0,000472792;0,000422877;0,002662573;0,003831416;5,80E-05;;0,000447834;0,000429366;1.000.429.366;;0,000482853;0,000514219;-0,011473343;0,000492263;1.000.492.263;;0,000460814;1.000.460.814;;0,0004939213850696600;0,0005142189712100160;0,0003125660459877240;0,0003131064537092130;-0,0003880836241331280
-0,008254913;;;0,000472792;0,000556153;-0,000556366;0,000555094;0,00060937;;0,000514473;0,000545316;1.000.545.316;;0,000467759;0,000508155;-0,008254913;0,000479878;1.000.479.878;;0,000512597;1.000.512.597;;0,0004758087875424800;0,0005081547811768770;0,0035807642130799100;0,0044721848485034500;0,0033678535693882200
-0,001074101;;;0,000472792;0,000427793;-0,002741396;0,002619643;0,000349863;;0,000450293;0,000433643;1.000.433.643;;0,000474802;0,000570797;-0,001074101;0,000503601;1.000.503.601;;0,000468622;1.000.468.622;;0,0005120329937890390;0,0005707974022362390;0,0005741096254411820;0,0004597632446065560;0,0018528654926608500
-0,015440619;;;0,000472793;0,000581494;0,001988486;-0,005786841;0,000586495;;0,000527143;0,000567363;1.000.567.363;;0,000493921;0,000559675;-0,015440619;0,000513647;1.000.513.647;;0,000540505;1.000.540.505;;0,0005080067996085240;0,0005596747167977630;-0,0035419282222232300;-0,0047823496097489100;-0,0031902033126618600
-0,011776981;;;0,000472792;0,00064087;0,002090252;-3,78E-05;0,000566467;;0,000556831;0,00061902;100.061.902;;0,000475809;0,00052431;-0,011776981;0,000490359;1.000.490.359;;0,00055469;100.055.469;;0,0004979440030223580;0,0005243101138170560;-0,0044980689514365700;-0,0058722660192887300;0,0011560547976274300
-0,015077818;;;0,000472792;0,000578784;0,000501428;-0,00177918;0,000501718;;0,000525788;0,000565005;1.000.565.005;;0,000512033;0,000576835;-0,015077818;0,000531474;1.000.531.474;;0,000548239;1.000.548.239;;0,0005080046081811580;0,0005768350861239000;0,0036192339042875300;0,0054777785628603700;-0,0005474693700327340
-0,027287718;;;0,000472792;0,000310877;-0,003935434;-0,003751784;0,000464878;;0,000391835;0,000331926;1.000.331.926;;0,000508007;0,000581875;-0,027287718;0,000530167;1.000.530.167;;0,000431047;1.000.431.047;;0,0005160521669613320;0,0005818745907402990;0,0034099701101992700;0,0053821859027176800;0,0063906413307645400
-0,005168708;;;0,000472792;0,000124411;-0,000761242;-0,000894468;0,000488641;;0,000298601;0,000169701;1.000.169.701;;0,000497944;0,000661051;-0,005168708;0,000546876;1.000.546.876;;0,000358288;1.000.358.288;;0,0005698496173250530;0,0006610514529593460;0,0008246586153635310;0,0011293842293657400;0,0027871447250704900
0,007172972;;;0,000472793;0,000532421;0,007936582;0,020301869;0,0011908;;0,000502607;0,000524669;1.000.524.669;;0,000508005;0,000599426;0,007172972;0,000535431;1.000.535.431;;0,00053005;100.053.005;;0,0005698432674514990;0,0005994259806410570;0,0006062355148004610;0,0007731227823495380;-0,0003680908872549580
-0,028947079;;;0,000490374;0,000330153;0,003101295;-0,003840828;0,000645824;;0,000410263;0,000350982;1.000.350.982;;0,000516052;0,000502486;-0,028947079;0,000511982;1.000.511.982;;0,000431482;1.000.431.482;;0,0005487128533929810;0,0005024859641469880;0,0017925387578604900;0,0028801935225673100;-0,0035075127553011300
0,000296621;;;0,000490375;0,000458967;-0,003941748;-0,006895007;0,000612305;;0,000474671;0,00046305;100.046.305;;0,00056985;0,000564075;0,000296621;0,000568117;1.000.568.117;;0,000515584;1.000.515.584;;0,0005879376449298540;0,0005640748074706510;0,0018620798559356200;0,0023981388283145300;-0,0031002314213152200
-0,001761174;;;0,000490375;0,000727711;-0,002677425;-0,003297892;0,000384462;;0,000609043;0,000696857;1.000.696.857;;0,000569843;0,000559021;-0,001761174;0,000566597;1.000.566.597;;0,000631727;1.000.631.727;;0,0005879282137303850;0,0005590214989040890;-0,0029706373807702900;-0,0044849353051158600;0,0028145918998809600
-0,001551095;;;0,000490375;0,000505909;0,001841567;0,002204727;0,000453976;;0,000498142;0,00050389;100.050.389;;0,000548713;0,000571131;-0,001551095;0,000555438;1.000.555.438;;0,000529664;1.000.529.664;;0,0005466867988359160;0,0005711308368691960;-0,0003019440546622300;-0,0008272428908896670;0,0008113094660080580
-0,014489358;;;0,000490375;0,000626934;0,003942492;0,003915243;0,000536682;;0,000558654;0,000609181;1.000.609.181;;0,000587938;0,000518634;-0,014489358;0,000567147;1.000.567.147;;0,000588164;1.000.588.164;;0,0005436667192471930;0,0005186340249470690;-0,0030451782167628900;-0,0050074292619913200;-0,0042285349425345600
0,006032033;;;0,000490375;0,000395298;-0,003296874;-0,008094658;0,000451584;;0,000442837;0,000407658;1.000.407.658;;0,000587928;0,000400533;0,006032033;0,00053171;100.053.171;;0,000469684;1.000.469.684;;0,0005034421984610010;0,0004005334189667930;0,0006610049254333050;0,0009554141337233440;-0,0030457810118026700
0,021208033;;;0,000490375;0,0003228;-0,002953854;-0,001334219;0,000509052;;0,000406587;0,000344584;1.000.344.584;;0,000546687;0,000406582;0,021208033;0,000504655;1.000.504.655;;0,00042462;100.042.462;;0,0004772980014287390;0,0004065821042651040;0,0029954284680457900;0,0035643552768467000;-0,0003184351905567310
-0,001719534;;;0,000490374;9,96E-05;-0,006674435;-0,006950555;0,000584135;;0,000294975;0,00015038;100.015.038;;0,000543667;0,00049138;-0,001719534;0,000527981;1.000.527.981;;0,00033918;100.033.918;;0,0004994199535738590;0,0004913796256196640;0,0011735886515139300;0,0019930834042497100;0,0040715918946621000
-0,009675882;;;0,000490375;0,000213869;-0,001630091;-0,001960031;0,000350971;;0,000352122;0,000249814;1.000.249.814;;0,000503442;0,000496427;-0,009675882;0,000501338;1.000.501.338;;0,000375576;1.000.375.576;;0,0004702592949026610;0,0004964274436804680;-0,0008570310708709880;-0,0017133856454067900;-0,0030373846453453200
-0,010810783;;;0,000490375;0,000557481;0,005275534;0,007893938;0,000568967;;0,000523928;0,000548757;1.000.548.757;;0,000477298;0,000479265;-0,010810783;0,000477888;1.000.477.888;;0,000513323;1.000.513.323;;0,0005074644276195080;0,0004792647096668280;-0,0006279367678077330;-0,0014774497829435600;-0,0018620096471633000
0,004159238;;;0,000490375;0,000474023;-0,003803671;-0,007230183;0,000531271;;0,000482199;0,000476149;1.000.476.149;;0,00049942;0,000463111;0,004159238;0,000488527;1.000.488.527;;0,000482338;1.000.482.338;;0,0005205362335485560;0,0004631113066561530;0,0000547280629482198;0,0001758111003496250;-0,0007007398803059900
-0,003480376;;;0,000490375;0,000515313;-0,002971719;-0,004312855;0,000531493;;0,000502844;0,000512071;1.000.512.071;;0,000470259;0,000458063;-0,003480376;0,0004666;10.004.666;;0,000489336;1.000.489.336;;0,0005104801419052330;0,0004580625728622710;0,0009580994291714010;0,0016155622354983100;-0,0010802751858894800
-0,003183224;;;0,000490375;0,000431167;-0,002315926;-0,002476822;0,000590107;;0,000460771;0,000438864;1.000.438.864;;0,000507464;0,0004621;-0,003183224;0,000493855;1.000.493.855;;0,000466359;1.000.466.359;;0,0005356170367878800;0,0004621000120609750;-0,0009397945080869250;-0,0018686939507038100;0,0012110901708806900
0,004352569;;;0,000490375;0,000584755;-0,00214358;-0,003785127;0,000679112;;0,000537565;0,000572486;1.000.572.486;;0,000520536;0,00049138;0,004352569;0,000511789;1.000.511.789;;0,000542138;1.000.542.138;;0,0005175170239205250;0,0004913796467408460;-0,0029854022431300000;-0,0044167082326443900;-0,0072482763630391000
0,020360608;;;0,000490374;0,000600205;0,000612933;0,000207756;0,000722753;;0,000545289;0,000585927;1.000.585.927;;0,00051048;0,000434838;0,020360608;0,000487788;1.000.487.788;;0,000536857;1.000.536.857;;0,0005255595949071000;0,0004348383201579190;0,0031187773291620600;0,0040634999079883600;-0,0018547268493186800
-0,004462158;;;0,000490374;0,000525886;-0,003713811;-0,009872028;0,000521449;;0,00050813;0,000521269;1.000.521.269;;0,000535617;0,000469166;-0,004462158;0,000515682;1.000.515.682;;0,000518475;1.000.518.475;;0,0005094722872914150;0,0004691658003684060;-0,0003863164077774710;-0,0002481658408834320;0,0016127541442364400
-0,020637789;;;0,000490375;0,000433775;-0,005321268;-0,003596972;0,000373669;;0,000462075;0,000441133;1.000.441.133;;0,000517517;0,000463107;-0,020637789;0,000501194;1.000.501.194;;0,000471163;1.000.471.163;;0,0005034396181191390;0,0004631068092809340;-0,0008063230887764070;-0,0020115310368781100;-0,0022306725429985900
0,000463078;;;0,000490374;0,000569497;0,002006364;0,000717265;0,000505548;;0,000529936;0,000559211;1.000.559.211;;0,00052556;0,00049138;0,000463078;0,000515306;1.000.515.306;;0,000537258;1.000.537.258;;0,0005104770400785620;0,0004913797397514860;0,0019698654330212300;0,0026421256604760800;0,0011608845685272300
-0,003861164;;;0,000490374;0,000527824;-9,28E-05;0,009364236;0,000559636;;0,000509099;0,000522956;1.000.522.956;;0,000509472;0,000485321;-0,003861164;0,000502227;1.000.502.227;;0,000512591;1.000.512.591;;0,0005134925570521860;0,0004853211902572880;-0,0021002347655180100;-0,0032495943656622500;0,0019527392503775200
-0,017974418;;;0,000490375;0,000480629;-0,001404567;-0,002194712;0,000581912;;0,000485502;0,000481896;1.000.481.896;;0,00050344;0,000391412;-0,017974418;0,000469831;1.000.469.831;;0,000475864;1.000.475.864;;0,0005064549137229760;0,0003914118410611970;-0,0004411684793993040;-0,0010805831516366700;-0,0072266326689579100
0,004508671;;;0,000490375;0,00033565;0,00315464;0,003668762;0,000690436;;0,000413012;0,000355764;1.000.355.764;;0,000510477;0,000423718;0,004508671;0,000484449;1.000.484.449;;0,000420107;1.000.420.107;;0,0004994174995321300;0,0004237179947676610;0,0024531483176443400;0,0029133885709452500;-0,0041600215206655300
0,003803419;;;0,000490375;0,001513913;-0,007860529;-0,013880457;0,000549467;;0,001002144;0,001380853;1.001.380.853;;0,000513493;0,00049744;0,003803419;0,000508677;1.000.508.677;;0,000944765;1.000.944.765;;0,0004732803031680260;0,0004974396834061500;-0,0008419884222831670;-0,0013811139019502600;0,0042513643277730500
0,013659226;;;0,000490375;0,001177468;-0,003856913;-0,006052982;0,000573126;;0,000833921;0,001088146;1.001.088.146;;0,000506455;0,00049138;0,013659226;0,000501932;1.000.501.932;;0,000795039;1.000.795.039;;0,0004813222929215910;0,0004913799225261450;0,0028326394159669100;0,0034383279064140700;0,0011560101319004800
0,000435346;;;0,000490375;0,001540275;0,003656147;0,004489418;0,00045513;;0,001015325;0,001403788;1.001.403.788;;0,000499417;0,000458052;0,000435346;0,000487008;1.000.487.008;;0,000945398;1.000.945.398;;0,0005175133274415250;0,0004580520661810060;0,0014781230182197500;0,0022001669407460700;0,0030929945432795600
0,007606134;;;0,000490375;0,000796982;-0,00141045;-0,002211561;0,000357022;;0,000643678;0,000757123;1.000.757.123;;0,00047328;0,000469161;0,007606134;0,000472044;1.000.472.044;;0,000614584;1.000.614.584;;0,0004994174511317330;0,0004691605912181290;-0,0000413037062033622;0,0002498125242022710;-0,0014923041111703700
-0,001088111;;;0,000490374;0,000616436;0,004560798;0,014293142;0,000460461;;0,000553405;0,000600048;1.000.600.048;;0,000481322;0,00050249;-0,001088111;0,000487673;1.000.487.673;;0,00054386;100.054.386;;0,0005094702561509600;0,0005024899337150590;0,0017058111564066300;0,0023537045668048400;-0,0046496626120501500
0,013581528;;;0,000490375;0,000648496;-0,00119249;-0,010252296;0,000589941;;0,000569435;0,00062794;100.062.794;;0,000517513;0,000535819;0,013581528;0,000523005;1.000.523.005;;0,000575473;1.000.575.473;;0,0004994171822484130;0,0005358189755998350;0,0027110958692666800;0,0036272171742453800;0,0038372074369957000
-0,00495473;;;0,000490375;0,000535829;-0,003514649;-0,005886436;0,000543228;;0,000513102;0,00052992;100.052.992;;0,000499417;0,000519658;-0,00495473;0,00050549;100.050.549;;0,000517705;1.000.517.705;;0,0004953961885314560;0,0005196580415017940;0,0025148286045061900;0,0034265690394322600;0,0053151198059326400
0,016675046;;;0,000490375;0,000516182;0,001898106;0,001568512;0,00060981;;0,000503279;0,000512827;1.000.512.827;;0,00050947;0,000530766;0,016675046;0,000515859;1.000.515.859;;0,000514343;1.000.514.343;;0,0005175114409517370;0,0005307661599640590;0,0015196073724834300;0,0024986782103815200;0,0053601403937128400
0,011434711;;;0,000490375;0,000598964;0,006917804;0,011527975;0,000634976;;0,000544669;0,000584847;1.000.584.847;;0,000499417;0,000402512;0,011434711;0,000470346;1.000.470.346;;0,000527597;1.000.527.597;;0,0004602136647057210;0,0004025119609314070;-0,0001588264283941870;-0,0009704483035535510;0,0015368560857602600
0,005536535;;;0,000490375;0,000576711;0,005214062;-0,001819034;0,000781859;;0,000533543;0,000565488;1.000.565.488;;0,000495396;0,000340897;0,005536535;0,000449047;1.000.449.047;;0,000507267;1.000.507.267;;0,0004702652738337120;0,0003408973982971520;0,0009128920896100450;0,0017875770021231600;-0,0037794112075170800
-0,009107864;;;0,000490375;0,000625928;-0,001023424;-0,002165848;0,000601741;;0,000558151;0,000608306;1.000.608.306;;0,000517511;0,000352996;-0,009107864;0,000468157;1.000.468.157;;0,000538232;1.000.538.232;;0,0004099491041644180;0,0003529961279142630;0,0037527583215274600;0,0066965824556966300;0,0080217039227431500
0,011120656;;;0,000490374;0,00047297;-0,002689614;-0,003639498;0,000500057;;0,000481672;0,000475233;1.000.475.233;;0,000460214;0,000387659;0,011120656;0,000438447;1.000.438.447;;0,00045684;100.045.684;;0,0004455477697263250;0,0003876592554534890;0,0003650581549002140;0,0002978579461741960;0,0122087722056280000
0,004013278;;;0,000490375;0,000581905;0,002982654;0,003560715;0,000599109;;0,00053614;0,000570006;1.000.570.006;;0,000470265;0,000409873;0,004013278;0,000452148;1.000.452.148;;0,000511077;1.000.511.077;;0,0004706794037234170;0,0004098732486584650;0,0017185376264691800;0,0031302911463882500;0,0022830837472393000
0,020395424;;;0,000507881;0,000706401;0,013383165;0,020449685;0,000829635;;0,000607141;0,000680593;1.000.680.593;;0,000409949;0,000497775;0,020395424;0,000436297;1.000.436.297;;0,000558445;1.000.558.445;;0,0005098909594315740;0,0004977752844321810;0,0000070922529321050;-0,0000741264922521448;0,0028729220127189500
0,005474852;;;0,00050788;0,000544939;0,002652009;0,00187205;0,000605919;;0,00052641;0,000540121;1.000.540.121;;0,000445548;0,00048767;0,005474852;0,000458184;1.000.458.184;;0,000499153;1.000.499.153;;0,0005098908831858710;0,0004876701920919120;0,0008520466777897350;0,0007162439310333940;-0,0045674376921768700
0,018130507;;;0,00050788;0,000637322;0,007575073;0,009003237;0,000547861;;0,000572601;0,000620495;1.000.620.495;;0,000470679;0,000564468;0,018130507;0,000498816;1.000.498.816;;0,000559656;1.000.559.656;;0,0005209509283440310;0,0005644684883199820;0,0002477600298308650;-0,0003485682506315040;-0,0022879885259082500
0,002346051;;;0,00050788;0,000451114;-0,005064778;-0,006674664;0,00037932;;0,000479497;0,000458494;1.000.458.494;;0,000509891;0,000537183;0,002346051;0,000518079;1.000.518.079;;0,000488286;1.000.488.286;;0,0005199453004970880;0,0005371830951471600;0,0018208791214747900;0,0035365254231049200;-0,0042286389943369700
0,014526436;;;0,000507881;0,000559026;0,000543593;0,001806389;0,000594419;;0,000533454;0,000552378;1.000.552.378;;0,000509891;0,000586693;0,014526436;0,000532932;1.000.532.932;;0,000542655;1.000.542.655;;0,0005601623277731000;0,0005866929858756890;0,0010611494349223500;0,0016805850812122300;-0,0002374844150853280
-0,004701089;;;0,00050788;0,000332731;-0,004758202;-0,005607146;0,000549138;;0,000420305;0,0003555;10.003.555;;0,000520951;0,000548294;-0,004701089;0,000529154;1.000.529.154;;0,000442327;1.000.442.327;;0,0005692079882132010;0,0005482936317180710;0,0008751734302289620;0,0006388075156647490;0,0050696213411680900
0,027792173;;;0,00050788;0,000363518;0,004006081;0,010282435;0,000647873;;0,000435699;0,000382285;1.000.382.285;;0,000519945;0,000564457;0,027792173;0,000533299;1.000.533.299;;0,000457792;1.000.457.792;;0,0005631723669202600;0,0005644569787808270;-0,0008272826547722810;-0,0019609875819421100;-0,0070156452621071000
0,002363718;;;0,00050788;0,000363303;0,007564938;0,008774333;0,000644079;;0,000435592;0,000382098;1.000.382.098;;0,000560162;0,000569505;0,002363718;0,000562965;1.000.562.965;;0,000472532;1.000.472.532;;0,0005269798434308070;0,0005695048623081970;-0,0012632381382661000;-0,0019261734610412800;0,0012746194149276800
0,004193702;;;0,00050788;0,000389919;-0,007829752;-0,008448258;0,000572181;;0,0004489;0,000405254;1.000.405.254;;0,000569208;0,000613949;0,004193702;0,00058263;100.058.263;;0,000493942;1.000.493.942;;0,0005380373065172650;0,0006139491478286790;-0,0012352821066391900;-0,0026072063497539900;-0,0026398263469682800
0,001761465;;;0,00050788;0,000387968;-0,003689315;-0,000769066;0,00050802;;0,000447924;0,000403557;1.000.403.557;;0,000563172;0,000548283;0,001761465;0,000558706;1.000.558.706;;0,000481131;1.000.481.131;;0,0005651769823698550;0,0005482830818742630;0,0005887903294575950;0,0008542015389028460;0,0024053387858527400
0,000875314;;;0,00050788;0,000406235;0,001671165;-0,001408801;0,000534741;;0,000457057;0,000419448;1.000.419.448;;0,00052698;0,000525051;0,000875314;0,000526401;1.000.526.401;;0,000472925;1.000.472.925;;0,0005943231421491450;0,0005250505287522280;0,0014091316568231200;0,0029239132415490200;-0,0006100594104009870
-0,020389819;;;0,00050788;0,000443135;-0,001085901;-0,003840849;0,000525771;;0,000475507;0,000451551;1.000.451.551;;0,000538037;0,00052606;-0,020389819;0,000534444;1.000.534.444;;0,000492998;1.000.492.998;;0,0006355233355096900;0,0005260602931085720;0,0000920928374208231;-0,0005067450052082960;0,0027766821309391500
-0,008819162;;;0,000507881;0,00061745;-0,001938931;-0,004539785;0,000570746;;0,000562665;0,000603206;1.000.603.206;;0,000565177;0,00052;-0,008819162;0,000551624;1.000.551.624;;0,000577415;1.000.577.415;;0,0005480775025150380;0,0005200000151836220;-0,0005099281967533180;-0,0015836594680867300;-0,0028376720475255900
0,021292346;;;0,00050788;0,000827993;0,003568253;0,008709821;0,000752053;;0,000667937;0,000786379;1.000.786.379;;0,000594323;0,00052;0,021292346;0,000572026;1.000.572.026;;0,000679202;1.000.679.202;;0,0005159191730200090;0,0005199998199137560;0,0019190323226490200;0,0026971457668882700;-0,0004789871769183740
0,000366838;;;0,000507881;0,000626408;-0,002162036;-0,000783645;0,000544157;;0,000567145;0,000611;1.000.611;;0,000635523;0,00052101;0,000366838;0,000601169;1.000.601.169;;0,000606085;1.000.606.085;;0,0005129044837946860;0,0005210096730352160;-0,0005724441400939780;-0,0014510559172482200;-0,0032511565409949900
0,005621897;;;0,00050788;0,000510315;-0,006187126;-0,00518991;0,000636618;;0,000509098;0,000509999;1.000.509.999;;0,000548078;0,000486671;0,005621897;0,000529656;1.000.529.656;;0,000519827;1.000.519.827;;0,0005098897335098790;0,0004866708541041200;0,0013243765483285100;0,0015161891540760900;-0,0021210873793729800
-0,010892648;;;0,00050788;0,000519864;0,002281905;0,00429398;0,000651564;;0,000513872;0,000518306;1.000.518.306;;0,000515919;0,00048162;-0,010892648;0,00050563;100.050.563;;0,000511968;1.000.511.968;;0,0004988360714341640;0,0004816204434618500;0,0018923030319014300;0,0025843780310757200;-0,0039772262074959900
0,000245334;;;0,000507881;0,000510773;-0,005901776;-0,008955188;0,000687239;;0,000509327;0,000510397;1.000.510.397;;0,000512904;0,00053717;0,000245334;0,000520184;1.000.520.184;;0,000515291;1.000.515.291;;0,0005400365101183430;0,0005371701933597120;0,0017194157719075200;0,0028827652589494400;0,0027316271202517700
-0,016851161;;;0,000507881;0,00055372;-0,000270548;0,001616479;0,000522097;;0,0005308;0,000547761;1.000.547.761;;0,00050989;0,00051495;-0,016851161;0,000511408;1.000.511.408;;0,000529584;1.000.529.584;;0,0004676856004022800;0,0005149499117302860;0,0008299598595291640;0,0011091776135699200;0,0055019721969106400
-0,008211489;;;0,000507881;0,000594218;0,000254523;-0,000764306;0,000557241;;0,00055105;0,000582994;1.000.582.994;;0,000498836;0,00049273;-0,008211489;0,000497004;1.000.497.004;;0,000539999;1.000.539.999;;0,0005309927276998640;0,0004927303628086890;0,0007374008709976240;0,0012415096241568100;-0,0002602664124626620
0,008081163;;;0,000507881;0,000739098;0,005947731;0,010577254;0,000698228;;0,00062349;0,00070904;100.070.904;;0,000540037;0,00050889;0,008081163;0,000530693;1.000.530.693;;0,000619866;1.000.619.866;;0,0005259677634989200;0,0005088900243548720;-0,0026962047540085600;-0,0039688575787797200;-0,0007339541623670160
